ideal_durations,budget_levl,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,best_months,city,city_photo,short_description
"[""Shorttrip""]",1,1,1,1,0,1,1,1,0,1,"10, 11, 04","San Cristóbal de las Casas, Mexico",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHrjkic2Nvhyy-xV4BFXLsF5vAcTbDH30jsGKthkvM_bXpLC-feGGLdhkLPF1mwRCJTM5sKaqeWQbZ4LdFGo9MpiQtrW329o3rLWRWmChzZ5ASOj6YqtrrCpj-hqvVW5-bbxLoqn-ViTgO8SV55dOYw1OAwYUCMRmLPHjtvL9eYGNMLra7iYWHDL7a7okt2v8NZVTXL3K8CO4r0FsPEorsPYpZz1NuODpcqUC-8dlZryyl1_O7n35XCoCwAd4WwEVxeKucQdrqmJOdItr7vW0d7CY2DSMXWjbQJ5m0XBw9CuP0IMnbVLP04WF4a1tHxryvA-U0xoxJ8xBTdssUNK2afoKSgaYBY3k3OQwwC8-j08cp7e9oL9EpOHKiiK3C3O8eoki3YEXM0J49_e41Ig7VLU0K351VHDYADK7AI6WWH1zcOJ7mpMySZvBLSQ7DP_mHKVW2YR4jMx1UrQ1MdD-0SPSinPiBvE7TMu8W4-WwNAiG2D1QUFdqUpJC8szM-6JIjEcuPplgoJj-2Y4w9NAZT0qwQqLoMBWHvbArhPJ4qdXXkuxuKKdJis13ZRv8zDXfyKhSVL&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Charming cobblestone streets, vibrant markets, and colorful colonial architecture create a warm and inviting atmosphere, perfect for leisurely exploration."
"[""Shorttrip""]",2,1,1,1,0,1,1,1,1,1,"05, 06, 07","Riga, Latvia",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHo1UD4fTiGz6r61iswL77VnDNgpak4f3BEVCtQp_gF8cdAzOLMIrTKTcT9s_U5uXUz_3fCFcWB2_IAxPu_L3h18huSLj7F4mzPyLpIxXjgtrn0H9Hf6gGSUCHyL2EcgHNAhDT9bqQj1I3P0FzjiOt3rzzYMZjStkqimyw-esehtIS4k8iSQv0USEHqIMS62rTAds1UAooX3cdKh2gRzFJhZpNeEXijOnlkyJ29UrkCLPJHxm7kaDl4B1PWXGgaCDt02LhJICYEhvNdAVi-21CSIh3e7XyDrESzT2afEqAgwjwLN-FLJ8vMVfpTG82TP7gLuBt21vKTr8NRJOllsnPjvPq6kkrnA2YyiF0K0uWfPRPeEomUJYCxZWOxJfUHqzgnCv4XGyptYU1EibuxzM3eE3md9gNfO2CeuGjqD0pXnC63bARZ6dO2xfHrwTR74pQdVQa8IXa5EndaKyb1RGstIAaF2EN1tcsmqB3fkWPwAr-vGOcOsJp3vhtSrWkSyAtqzeT5Me50EuMpVawotY08F6zoMT7OCFLV7w0TxTlDDxK3GEz9K7MbxRnF0CobHDZVC_fmn3FjIVg&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Charming cobblestone streets, vibrant markets, and a blend of medieval and Art Nouveau architecture create a captivating and cozy atmosphere for exploration."
"[""Shorttrip""]",2,1,1,1,0,1,1,1,1,1,"06, 07, 08","Portland, United States",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHoZqbRrMQV2NEiQmG8zZpAe398vGpJ_PrtQIHLS-FNt9Y4KvwVMhpYVWKVza9eLaVjMl4eWhXSr2dq7DE5zdInys7gHUZwlc3BxsccghEck0qETGXr6A9v0GRfk-9Co_SRLn58P8HdcI4FfUhOTFuVLW6ztZhMRFvT5Qdph_nH__S4o6oq5A5euzRmclrE7rbPHbE7SG0EzXJ6zVomPLcibTNKnlmLonDcaq73p-MEVEkn8BhwCdSxT5bXae51oTVA5LdpUIF3xjUWxbMkSKZL31TwzqNvHmmFu7KM8Kc83rLx0lxFeUFvvLr4HK1GKiWpizz1GhMFPNVaHkfxM9eDQWAy4mlYN_C1dqZNA3mmPVKM815QER2cZDQKVfhuMh0VuUVPf27QXgHIoeIYjHdOEUTvzGbEmJvv84XQevoWd9j10wFfiLrscFGlYjY8k9biFlWsC5XXFjh_je51dPZmVAd_dP0gWigzbd8-w7o-Isw3yZAe9IpLWcqtn6MhZlNQ2Bo2HFwLVyQ53Qw3En0WqC0Y5CdZ9FcuolV1vIbR9c7RaiLyj8xkaLKoBwZKht4EMoxgWAxai2g&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Quirky neighborhoods, lush green parks, and a thriving food scene create an inviting atmosphere filled with creativity and a laid-back vibe."
"[""Shorttrip""]",1,1,1,1,0,1,1,0,1,1,"06, 07, 08","Ulaanbaatar, Mongolia",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHqpzZK1ERmJm7PFl17cInQEFO5NFIEAve8NGKtExekFbqSCDzVUQkb22hzHndeSdhstgRGctEfLKJZULSeyXX9GpptQC3lTt68p6r4hYst-lWcPklD1RYlUbQPS2Dw6crjhjy5EJ_dQ_m2kS8rPD1dqUUW4b_JmcekBJ509EEkVbqDc5LYn-7x93xzs30g24-p3YcOjQoCuNpUJykXd79jOUW5Evt00hSa1z9uU7hOJhErTQlLRoyxLk-tV4cHKGAIeb1TZ7TtkZlqJ6zlx1mXM09t5-Bejbox-oVQdwBVKZfZGdrmyNA4kglrh7MGMD4NqDcs-dd78sz0fKdxuWIInE0l7HjYGpGoD7komEYt-Jsqy9HJqkBSVrguZvsQax9VczI9Q5feRUWmL7s6SpeWtw6lne3SqQ5kaJ8PdcRzWYLXi3uZ3aJgBfRSn0PUwDhaUzFD0MUP1R9JW_DFs87zPbHCxvQKFoIdh2o0fPTozbKZRuISDE8aCCKgpaTDbjKmrYzLrQVfx30YA1nBJm4Q_BmfPOAu3PKQjucInsRk4GK5-mzaBwDlpEg4Ure314jRM3EOB&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Amidst sprawling landscapes, discover a blend of Soviet-era architecture, bustling markets, and the warm hospitality of locals eager to share their stories."
"[""Shorttrip""]",1,1,1,1,1,1,1,1,1,1,"06, 07, 08","Essaouira, Morocco",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHoSjkyKRxFcWoY2sou08mpJv2dIaiQJ0cJcEnv5Htp1alNBAACgZOcMj8gRd_XHw7fBRehTno9IWkuvkM6FjffedDQV2GOkgKBWBWwkz32rYZO8F-RulUFDvTUvM21l_TfD0PTdgnQo3CZncGi049h0ksqvzAnafl08sLCg-OEGSFX4v13Cuz0mYZPnG_KIKQ_zvFB0aNAZMhA6rh_xMurl26eH2YxrInEWVS9JLBfqW--CQFNb3UoVgn2msRiPBZVUdLwZRXFLv_TMt_2HSuJUpcAKSitf9PJvxg0Ah5Q34LHn7EVWqj3aWGPt1Lcu6VONH-KZN1jGfkghXC8iAnd4ef-_5Rv8OyZjSHkbBNQnQrW_0Y4wxrRd4VX_HSo4HX40cUamSi0626EbwPnNpyLLHOnMP_83nWauW7hlUUoiLCYD7ahrWTgmXlfVKl5mB__F1RY7sehpDGW6uN8_BfPeudnEAngCn13XRgHWr3819iH3Ir-dXVd-OShEyQWSBmhJ-PJjU1ruUPqSnZBYIUDES3gFWXkPGMeROKdSxsvdIisr3ldZJp9PbCW3qJa-arAAJW7Tu9PaEQ&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Charming coastal breezes mix with the vibrant hum of bustling souks and the scent of fresh seafood, creating a laid-back, inviting atmosphere."
"[""Shorttrip""]",1,1,1,1,0,0,1,1,0,1,"10, 11, 03","Pokhara, Nepal",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHousW4I09tC2g4Kn35E0wbGsXtGd0T7BA-rVldNdbcGEqMhI3IByvEHgfHE8VIkH1yi3gNS4H6hlk1hCKl4Fly2lXfAyGCpMBPKdkUt7K29FDGURaUP3mO0R9wtkgg9hHfGl3NkjOS2kgGR9swTqc1tJ68o5WT1Wh2I221lMzvy_IxUpRFammpTBlc7MautR_b_jGUibue6cNLRMWy7Gr-kG0E7KNRKc2HojaEFpZ_dF7mZpmNThaYS79d_uOuFomElbmAjjK1Jibmf6NVS02Mho80h8dfAZ_NAkZiSGft2-BDqnj1OQFVqkCvnelvU69I9OGHmOGWG9gcaMa_9wblrOM5RVgE1ujwJ6N50QYi-woZ1MihYn1-6S_zH4rrGgrdC6w-5zwRr3i158r6ocbVCytgHhrTqCdail3aORCXauf_ysJQoaJGkzDZPvR6iqXMAbeiYBh5MvD3TVRygCGPlJphwIF8W64kcpEqVEnP0AOoHDgJeBcCSp06RX9-lio5h3Spja_Dnunxc47Re5lBfbapG1gQ5qe2cjlZ_NmnvHlK2lnfm_I5vh0qAnQTNylT--1H8&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Nestled by a serene lake and surrounded by lush hills, this place offers tranquility and adventure, with stunning mountain views at every turn."
"[""Shorttrip""]",2,1,0,1,0,1,1,1,1,0,"05, 06, 07","Eindhoven, Netherlands",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHqnTX60u7DkgR13cz0eMDn_o14IIZt4iYqhrV-4TfT_3tI0E96Wl2sVP1x5WjlqUNEazZYKVi1cy4aweBZ2XS7YbtPc5IN0V-N1zy_lJTbFqJ0Hyjmff4IECKTbk5eYgQOn67mybHqjeuO2jI9lZlducq7lOGsXZHXgwIVbwNeI8wNlbrR0dVBugGRRX7FebcSAO_AgOhlW8zN5jNMkyuJlS3peF9EtztzGRmkYpFQZGEOtZ9kCwHLnk9wx_mJ1r3mVpoLhgQCbl3WsOjHUs18My06sx0DydSbZ56Mayg4ql1Kk68BgfEhfRyyXdLF7581DHaCCU93ySlf90iHPp8iPQNQjpC-ZWZ2jf1a3GkpdFG18ea6vg9IofrzkH04cj3kJ8iRK2mPuejUB4e_xY2bej_0bYHl-5D6wJbQuUbZBb_-XpdRw86mmVaP3NxnWpOMUi3GHWDe0CRqkhPUbOYJuVZ3XJEfCg_mHpUmEqF739gP3S-KEJchVFqFTJgeQRQleu4ss7WOIMBaBEaoIsnrmGskIWPu9FzOIkmBgZf7OioN7x65WHWHJAJB4VVVA6pKLA-hw&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Innovative design and vibrant street art create a lively atmosphere, while cozy cafes and green spaces offer moments of relaxation and inspiration."
"[""Shorttrip""]",2,1,1,1,0,0,1,0,0,1,"06, 07, 08","Port Moresby, Papua New Guinea",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHp67fYs3rkGk5FjifAK1IdcGtmgu6LF7cHlmWhos9AjYCrsVWrg4Eh1e2j215hoEXKp1sg35-MpLutwl772ayjerzvzTM1C9wRHSF5u_qzwg_JiJZr-tR8BF4KpNBXCCppK8VkOXY2aWkwTjGHchAkSAgv9E_8dq7kFJ73P7EI0c6V9hZVNzq0SPLu_U04DjUUIc-8laxfakVQYs0z4ESWaciGrot6r0QTQ_FwcEhqQyJHQXMdfyZyJ--L7dAMv4PAgfnjSHMMwvJNgIsg9_BsQaN-P7qn3gvqBqa7Kt2TlsMiv-2PUCrpLONy0P0J5Tn8FQY1lc5xZL-LoqYknwYvpOlS8SzCrNczlhdi7nfF424RC2EoH39oIgAMwGt-FIN6Bb5vKaHTsAjni79SUj3plts1c798Yl6L-WLiQV9og1wtUmi2IxBfjyrdLxDO8670EqKh3zWiZ_pSSYYa0cbMwvulPtQq5gjLs8PAuwG3ThQUS5FskHbcFRoidy-UHwAoo2aJcZGnBRQK5a_K8rXgElSPqbuwVgbwX4VZbDrcQ09AMgrdCfxoCcuuKJO082pmkG_NA&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"A bustling city where the vibrant markets and lush coastal landscapes blend with the rich cultural tapestry, offering a unique sensory adventure."
"[""Shorttrip""]",1,1,1,1,1,1,1,1,1,1,"12, 01, 02","Cebu, Philippines",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHrd-5FXgs7ulrGMIAIwvfOIAUznn6yKrtowzMTzF7TOoRZDUf4XAPllIMuKi7Jbj9TYyxMePJNOuJbM0_4ruJDIBYvQ6wKVqQIvhUM20oFP2TMPU-EPiPYAeLsAUgq7ZOrxbweoJUFh-Pb0vJrbFWNT6hW-GFR_Yo0aq8ofok0gwrqif8eSNHKz1_pzsIe0-u3sz2mzjO2lSxIMr81_12f25v1N1b82hU1AIdFgYorPafzlkGMK6kzdroDxUiDj4P0gbePiLE7SBbUIUAO8B-RxQwJdlI3Rhz2xtGXRp_wk3Thde9oEw-4X04zb9EyRmB-5hRvv2olXeIEQVHiVe01rXGyDvJOtFFB7sXujMTnQYOWlEtPtUvp1nlF_awI89ghtcOhcrq24QgE1S96ARuyhDkV_We2ByhdB1NYy--T3_QoUx2tUTkL0ZS_5w3FxOa-52sqP7ZWGxdXMOiigo6tE-65QMvrL2zXf5rEFJKnJVPcPrw-s1A36ErbUCQgaUmhmirt0EJp7wkF_WkMZMoFMmr1Ci28V1nlDz2g5ShujuxNRhWDOjrOG-JPTtIDzkiutb6OO4x1Prg&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Tropical warmth, vibrant street life, and a mix of modern and historic sites create an inviting atmosphere full of discovery and relaxation."
"[""Shorttrip""]",2,1,1,1,1,1,1,1,1,0,"04, 05, 09","Lisbon, Portugal",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHpZ9oMQ0NucpK7Y8CrUo6Py16TSaPeDkiCUI5B6km18F51KJHw9LiUQAU3aY2urQu4AJa5FUL8xxWh1G_PR9bUpcOPoKa13Sy7mku6kE2j3nkVXVIKMvbmAbt_1_xzHpq_2mmw_HNI5EfZE2USbdDcytDCirG--Fk1JqFCw8URyKcYpQ5UHQXvJu4W8QQR6SOhDZOLP9ZWwPE_Cipxju0aYDuGX8WptQVi3-HDexnmoUD4_YxhicgxzeAWalpA3ix39hRWXht_rooout1EKf9jjFkPFZfSoKEmkFGUwvl5yxCv6lxkpP0DNaBy6jM00lDzvf8UXtzg9boCu9aoMNVzZtVLSku3vHvik5mX0Yuz-Kj_Rtw5fZDgaO7x-YPHSJv5E693g-MkjhLk8gJrTDKrNMle_m09laShP2EW8af7dhxoXLG61Qks_SxSFm7qfCrtaqR-1PxrIKm-TWRYGfzSOJbqH1yLM_EN-IbllQlPrtN7y66Un74K99lo8pdNYVJC2zGF-axp5RdrgwxnhROEPr7hjiIfBTxDihyDTPJgDX3SYXCAsCPrN3NIsL0DjcqJudg&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Hillside streets alive with music, pastel-colored buildings, sunlit plazas, and the scent of fresh pastries give this city an irresistible warmth."
"[""Shorttrip""]",2,1,1,1,0,0,1,0,1,1,"06, 07, 08","Brazzaville, Republic of the Congo",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHrtBJjrZdYbO138IoizXXtH1y_pPyIIRKPVxoCnaRfsAhm_3dJGFSLsA33I4VpIv5HBC9yyEBNsO4PGKg4hM8h64Fa_dHoJlxvaL6ll9hRUJW-HxQDZou8vHLYqi9uclvIJub0H1R00B5xpszEyYwNOQeMre0qZupCHZzZvwuqAsyAbismYRE9QKEwTtHAHH7vIfIhOIW6l3fin4QQhBCP4bjxONinmwik37Cmix5veySHCmCukRrQpXW2HbVFJNnTE8ulnwzE-Bw_mIl_aodpxhknmj1vrN1jkj8xhz-ghJmsYYna6yichvSP7YHA5Uy_4dWB1fyyiZSYWsbYjikUyvtWWWF1R4Bw3XJN3ubWyu33LrvUJBmi6aDJtqaOx-i_VhVtU3gdLwkkWzFOAbyBKYzEeJcloSyx-pM0jPBoU9Jpx0wE0coM8-yw7xr0VWmjljJrWdxQkJ4ZqxaZZKoEjqAm4C3-gVcmUsuZxO0Yyu-l2LgRuAZ1_JMEP4k7TDqKOTae2LsQTmjjV8UwJsZPTbJS53k0cBgMxiochKu8rPfOvgTXLjivsMVMe8SrXZvyNjT2w&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Lush riverfront views and vibrant markets create a lively atmosphere, where the rhythm of life feels both dynamic and welcoming."
"[""Shorttrip""]",2,1,1,1,0,0,1,1,1,1,"12, 01, 02","Kigali, Rwanda",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHrnHwoAjEk0_2Q3kvk1a723hQmTMXQQzulonwY7H0Ztb6QA_7I8OFN6kuN8inupuvjtRdHyjSNxZybzih7KFiOlYxOl_GVBZ1LZTsVpmqSD5EwBmoX8JbMcYgEurxMkNnkOA7jdFE1eVyDLe4NOtc0x1VyWavDmUWzpJgZxyOtGwqghLyLZ5-CdflxVsQW1Cj7BSw_cIrEH8DEP9aykpqiqdD9HWvMj9fGUuz2goYBqWq8FJdJ6Zmg3tBohdC_cN9SgDDWXTmkYQiUfqbSBkM4c9GO0iLWAFoJaoUoCxeUjc1tAQvkAWoiwTrihHzk7YNdVStIz-vZBx4YtarRrgH8psqAmsxW1nrMNXQ-zQUepCd0jbfdb1K3bTmj2I0VFzxDbs0kx-bEnQzbOZC4CRP-hUjv402Us_-YW15qw53Z1-XQNe0TO7GjbAB8YX33ssqhTEBixEnEwLReRdLQE0k36Cx38YXeJuEArqVy7TCDPNhsCWXV2se8wtQhq62LkFhCcJywQVgpvvGdyedkWFfha431lazQv7EM8L5vVTgZlM21jVacsVaucPbI-lalMSnUR1cGcHVMSAg&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,Rolling hills meet vibrant city life where markets buzz with energy and the aroma of fresh coffee fills the air.
"[""Shorttrip""]",2,1,1,1,1,0,1,1,0,1,"06, 07, 08","Apia, Samoa",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHqoK8FSH5RmqxdAWt5zXs1x2qyMT938U-zhCSN9Q2cC5cYCDjYPDp6bWozpni3Y2fB5G8gN9sc6Hn7jgy-b4yDwmm6akGBL4nPnXyRNK97qMf1kG71dibsnNO5NmVeMRzjPf2DDXCJ-NzLApHDFy_HxhUSJ7PsK-uWFJbL2RcJW45FtpMmi6DY1W_m1EqoPL_1jxO8FIQrO-q8bqUMjPLGVdGkhsEVyVBNGsU-aXNy4jxVsmRbbfj1wZlfbV87gGYi6ROCCIpazytLHAbY1Y6uqL_Ew5JCHybUHS1vnvha_DvvNqvu2ApCMcn97hR7cpbz7U7yOp4zAGY29_uMLbQJ25iUKqnDC_OfGybUQDA7x7p2EUnxuNmiFEPS6sXsMJWAp7BU0tCt-QI5DpIUNI3mIl9FORS8Mv0SrLJyDSqKoz_lMTkTB8FVohWYPr2OyASczS13di5k7dHAoIqour8sWqN0sVmc4KUcjDAe-sUzI1QZr9Pg86P6N0FDFB8-Q2L0GqtfLfWEmT1kX4be8kom70SmFCVLak9Lw-3dwEAeJYbU_SX5xW4pM3HW9hlCIX7hK_sYV8zbFuA&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Lush tropical gardens, vibrant markets, and the gentle sound of waves create a serene and welcoming atmosphere perfect for unwinding."
"[""Shorttrip""]",2,1,0,1,0,0,1,0,0,1,"11, 12, 01","Gorée Island, Senegal",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHqjHIo_lxsGJua0RCY0mnP-wBQyNT92nGqsvLGEC88B356oGE48IWSlUn9OmYggEwI51vs2n0ImLqGgmwGXc-54wEy8SzEBUDeFRAnjlfdEeAhQBsgiRPUhmhNcifKRV0LXgHi19WuJ9H3bL91tlXEZdeJFMmfOTeDEFNHWEi-ozOHniTHdohcobF8qWckMVTf0r8du9ubl1EVhZ7_Hi0RMQ7NfC-Zrc4bVaUohl3TRhalbDcwbin0GdFx1mBcuOWoZRHtxc4vdU94GdSqzXJJY-GsI6woHBml3Nc2TiE_yyISiWjtozSK8reHOHyNfVSYQcN5qqj6AoCaEHunE2R-WGXTXiuNaiEU0hhnmj-16YnarMDAjq11hB7pSZPfLrW8beiS2YWssgTICZF5Y6UUFKFGO5MC_9xBb84UPuGlZnjaAiF0fiGbLx25SkhVqCg35EiTJHMH-RzmumAQ6_g-Vs8h4UQcMcUtDEKp8fMfHLflvNeHhLolDM7odvDpvdpZZAbamFEQ5fMqr9Y8eZ552dnVUw24kmQ2UDiiF4sqa_o65FD6eqJEPjp5qbIxjgzUXPrK4&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Charming cobblestone streets, vibrant colonial architecture, and a poignant history create a deeply moving and enriching experience by the ocean."
"[""Shorttrip""]",2,1,1,1,1,1,1,1,1,0,"04, 05, 09","Durban, South Africa",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHq2z15k29gQu5CEcdPLgfFvHkx48250NgdxKAPz1GRR8k5F1LRyH1fGAy5aMYapjOiPWkeLV13PrYboflyGrdhsmmTyem00Kzz2dWkECeqD9ZCIiO29kI_BUQwM5gOU5BS2p-aw2gjsiQqO_Pz-AfAcUKQ4-C_SbtBigA31DxVQA7_YLl6clvLY7oWCqdEYys1EqOMo2FXK6e3MwLq7IxlX6Z5bbordrvl29nwpDcZS4vZTM2fp2HZVnWrep3SBFrfQapln6POCR18TPxNEdcEE24xHyRHK9Wor8Shh7RImq_g1Rpiyf2eeVeJjorwSZv8AuYWXbdqSvSv2nnQWtNnaE9ZApt_vBnzRlDwi8NxYRrd1rtGt1iC2Lk4J6ZXNvrjOvUuy-z-zEbIVpptwKtLHBuCe_s3UriLQXxlCeF3IDRP4GSAGDBm_OLp2Ph_LNYLADSxwVNRU67H2zUurja7LxaNj_75epr9lQI_x1mQ6h_3yPsRSHNohVd-oMWh9vM5dBSkJXfcMoMql3u8igrKcVSLlf1QibR_dHt91MgCEqwLhh9Mqg2pl5MR9jL6ZRQ2ohwTS&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"A vibrant blend of golden beaches, rich Zulu culture, and fragrant Indian spices, creating an inviting atmosphere full of warmth and diversity."
"[""Shorttrip""]",2,1,1,1,0,0,1,1,0,1,"06, 07, 08","Bled, Slovenia",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHqBpmhpoDHEZZstFsfdZmTU9-1q3v97xlTdydGjS5-mMRckOTxui9S0fgClWJIQRyQsZwA131cPt63hCMGLQ-GzWKixBdJYEv1KrunHnF3haizWZHTnusPQoGbD26bR96YXuiGevqbOjbdSVft3xqhixCHRW7ODdYTU7HSZDB-PVwaBlyo7lijGqPF_f22OcdIOyeTn3kkZZJ2BhcqUrke_CWYtCj3WmnkZ5vJYMlAZJ2EDTTP4n4H9SGJ8rVIeb8zqlVNxzgga3n-dSPSm7QqZ58g7aSAF3k-J4dLCPYz8AixM8h8&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"A serene lakeside town where the emerald waters reflect the surrounding mountains, offering a peaceful escape and stunning natural beauty."
"[""Shorttrip""]",2,1,1,1,0,1,1,1,1,0,"06, 07, 08","Bilbao, Spain",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHqU8xAuIIR0LIHYDzdxsCBHw92gfjQ9WZcFJGXA2AhlR39xE4JgBgVx1EXvWiJvoieLunQlklybaqIkmK_5UNTnP7-ZA0xjThD9aVnkDDm6-P51M7wO6Q2kXVKIUTA6AHXLfKGY1ujVw001UbKcJcqY3k0FwlMb_k5PifhWJMPUimB4h4WDVqQenVB7dHxXmR49bzkZHADHDW1IRLF-uwI-sSh_gHKEkU5194DsEyYVsspkIxEEfUt8akTeePZZel9Z-6fb3yBdV9YneTx03GMPtCJDOl5w2wGK6G_y1uOoiiYMNatlreHeJXpE493ZRlsLbZBQ80erhP4fWoanOQUO8IuCpIn_793IBSV3-Zk5Dq1cEjA7RJef2TYVjXgAJ763Cla-ZyJnlfkh06kH9IzS0fnALXOmE_iAAxly7bAMvK63_6etnrKlYj-zrLAJ1a0zMgJY1DcItYg_D-7Xc-qsgRRYSaqexF6HXgS5omev7CS31rpZoKt9HQypyGbfskn3LLPqUbvek-CoZH8WNoNgo0r3FJzRFnJ_ODFSfIZI9KvNoNe-pYtspwBuEWFZfSGYuYkgfZrriw&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"A vibrant blend of modern architecture and rich history, with bustling markets, delightful pintxos bars, and the soothing sound of the river."
"[""Shorttrip""]",2,1,1,1,1,1,1,1,0,1,"07, 08, 09","Asturias, Spain",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHqczA3NR771AkPah4C9aaFbwaPiQGkh7-tJ3GXDDeeoqlbK4SDaBFk9RRrzQtqvl_c9_Z0CBAuej_ZuNRVuD9aMwJBGgr7sSO8rppW4BaKelEwdG7USCqydRS6a6NCanz-y_8XhfN9GRFx23jJvhlMX8ABEkYr2FCyJs5WrF-8Si2YZ2MnM_1x7BjcgJwicSPDLGfgyNKocQ8-zbEAOJEM_iBKnZAu6eezj_c8rq_baNaQ7zp7TsNeIg4eyUdQ8gVRM2gWtaqDYDEe7N2TeXcEEHY9c0hrv_-5GzP5_em1x3Z7klt0fxN7Mdivpuqh0Yxxy-gqYsJXXHfqGwmq-M2L0SCGOa5DXDWJvO9YbZpkNpj4EhUPtLvTPA3PAtOAzl7RUcwmfIAuvxkwya8ScR15Bwm1MQH1r_SPDaQFxvmz13j78YrLaxJD0Fif4JG7ZXtfOQSaVayJpxfFu-Ybve4YAp2O0fcPV9pdid3Ibj2EQJOQHWNnQWTN9Eaa6pgjXBPLzNny-VsMqbbM3fmUSY8D82Um5VNW-vtrVpgoCJ6nLvmKg0XIP7PaR0WGvtD7w501GnakR&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Lush green landscapes meet rugged coastlines, offering a sense of tranquility and adventure with every breathtaking vista and charming village."
"[""Shorttrip""]",3,1,1,1,0,0,1,1,0,1,"06, 07, 08","Zermatt, Switzerland",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHp-d0BBG2dYKzVBElv2FS_6YqRoQJ081U5tL4WU2QI2Zrg9mosjtv9aOo4wy84clMyG5ld0MYgvRSKrqRoc8sfnQ779OgHNl3_BtFfyV9mlueHJCPC_igIlW3EGHLOnkuuZ-t4FdP4IbQA7CVZ7SopSEyTmhtS9hia-I3U80kXFhWROc_k_mfQ2_55MJ8DQYZcefzuVFaAYA_ZbmhsX5fHM-ASKeeFjmI7cV0l9fqm_YcvsxwC4fMU-dSVyJhG0vNqj9r1Kf4pP4vXNd84rcfuw4K6d9KaFxeuRggzEZEruz4h_x8zU5v2k-LYoctQFbwvi1VWTfPHVvEpKcrMN8uPQi5VGqpesjIBPlL38XyPxbrX_Gz2C5E4JXevqUA0eXIble_Uzi0AuRCZz71hup8_HLt-NQvQ8jOn2F-Pyy8qfdmwnMbWTurFsrJXM2Gnd1SccyL198Oxd4KEHJf6nQYumFyjV6BuvOwnLIswOzok6rUg3Hsy4LaAdg26JT6hZfgMuCk8xbMbHcW5GX1jlzVc2dm3rz-aLeYtnnLpFbW04q8jqy9rgISRghpQWsTX5SSUpBQvQ9wkHGw&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Nestled amid towering peaks, this charming alpine village offers crisp mountain air, stunning vistas, and a serene escape from the everyday hustle."
